subject_id,scenario_label,action_condition,effort,stage,intimacy_rating
308306c8-e5d4-5b6e-a73d-afead1345cc6,social,action_2,low,posterior,99
308306c8-e5d4-5b6e-a73d-afead1345cc6,social,action_2,low,prior,68
308306c8-e5d4-5b6e-a73d-afead1345cc6,soup,action_1,low,posterior,50
308306c8-e5d4-5b6e-a73d-afead1345cc6,soup,action_1,low,prior,50
308306c8-e5d4-5b6e-a73d-afead1345cc6,takeout,action_2,low,posterior,67
308306c8-e5d4-5b6e-a73d-afead1345cc6,takeout,action_2,low,prior,30
308306c8-e5d4-5b6e-a73d-afead1345cc6,wedding,action_1,high,posterior,50
308306c8-e5d4-5b6e-a73d-afead1345cc6,wedding,action_1,high,prior,60
46911f92-3bda-5bd3-972e-e6cd1539b8ce,apples,action_1,low,posterior,61
46911f92-3bda-5bd3-972e-e6cd1539b8ce,apples,action_1,low,prior,74
46911f92-3bda-5bd3-972e-e6cd1539b8ce,basketball,action_1,high,posterior,54
46911f92-3bda-5bd3-972e-e6cd1539b8ce,basketball,action_1,high,prior,51
46911f92-3bda-5bd3-972e-e6cd1539b8ce,birthday,action_2,low,posterior,91
46911f92-3bda-5bd3-972e-e6cd1539b8ce,birthday,action_2,low,prior,82
46911f92-3bda-5bd3-972e-e6cd1539b8ce,brunch,action_1,low,posterior,51
46911f92-3bda-5bd3-972e-e6cd1539b8ce,brunch,action_1,low,prior,59
46911f92-3bda-5bd3-972e-e6cd1539b8ce,cooking,action_2,high,posterior,58
46911f92-3bda-5bd3-972e-e6cd1539b8ce,cooking,action_2,high,prior,64
46911f92-3bda-5bd3-972e-e6cd1539b8ce,dip,action_1,low,posterior,53
46911f92-3bda-5bd3-972e-e6cd1539b8ce,dip,action_1,low,prior,59
46911f92-3bda-5bd3-972e-e6cd1539b8ce,drinks,action_1,high,posterior,68
46911f92-3bda-5bd3-972e-e6cd1539b8ce,drinks,action_1,high,prior,75
46911f92-3bda-5bd3-972e-e6cd1539b8ce,driving,action_1,high,posterior,83
46911f92-3bda-5bd3-972e-e6cd1539b8ce,driving,action_1,high,prior,97
46911f92-3bda-5bd3-972e-e6cd1539b8ce,fair,action_1,high,posterior,60
46911f92-3bda-5bd3-972e-e6cd1539b8ce,fair,action_1,high,prior,64
46911f92-3bda-5bd3-972e-e6cd1539b8ce,gala,action_1,low,posterior,85
46911f92-3bda-5bd3-972e-e6cd1539b8ce,gala,action_1,low,prior,65
46911f92-3bda-5bd3-972e-e6cd1539b8ce,hike,action_2,low,posterior,93
46911f92-3bda-5bd3-972e-e6cd1539b8ce,hike,action_2,low,prior,84
46911f92-3bda-5bd3-972e-e6cd1539b8ce,oysters,action_2,low,posterior,96
46911f92-3bda-5bd3-972e-e6cd1539b8ce,oysters,action_2,low,prior,79
46911f92-3bda-5bd3-972e-e6cd1539b8ce,social,action_2,high,posterior,97
46911f92-3bda-5bd3-972e-e6cd1539b8ce,social,action_2,high,prior,71
46911f92-3bda-5bd3-972e-e6cd1539b8ce,soup,action_2,high,posterior,95
46911f92-3bda-5bd3-972e-e6cd1539b8ce,soup,action_2,high,prior,69
46911f92-3bda-5bd3-972e-e6cd1539b8ce,takeout,action_2,high,posterior,91
46911f92-3bda-5bd3-972e-e6cd1539b8ce,takeout,action_2,high,prior,82
46911f92-3bda-5bd3-972e-e6cd1539b8ce,wedding,action_2,low,posterior,99
46911f92-3bda-5bd3-972e-e6cd1539b8ce,wedding,action_2,low,prior,92
4aff041d-26dd-54bf-ad8f-f4e03a164917,apples,action_2,high,posterior,100
4aff041d-26dd-54bf-ad8f-f4e03a164917,apples,action_2,high,prior,65
4aff041d-26dd-54bf-ad8f-f4e03a164917,basketball,action_2,low,posterior,99
4aff041d-26dd-54bf-ad8f-f4e03a164917,basketball,action_2,low,prior,17
4aff041d-26dd-54bf-ad8f-f4e03a164917,birthday,action_1,low,posterior,41
4aff041d-26dd-54bf-ad8f-f4e03a164917,birthday,action_1,low,prior,52
4aff041d-26dd-54bf-ad8f-f4e03a164917,brunch,action_1,low,posterior,13
4aff041d-26dd-54bf-ad8f-f4e03a164917,brunch,action_1,low,prior,67
4aff041d-26dd-54bf-ad8f-f4e03a164917,cooking,action_1,high,posterior,56
4aff041d-26dd-54bf-ad8f-f4e03a164917,cooking,action_1,high,prior,60
4aff041d-26dd-54bf-ad8f-f4e03a164917,dip,action_2,low,posterior,100
4aff041d-26dd-54bf-ad8f-f4e03a164917,dip,action_2,low,prior,59
4aff041d-26dd-54bf-ad8f-f4e03a164917,drinks,action_1,low,posterior,56
4aff041d-26dd-54bf-ad8f-f4e03a164917,drinks,action_1,low,prior,60
4aff041d-26dd-54bf-ad8f-f4e03a164917,driving,action_1,high,posterior,47
4aff041d-26dd-54bf-ad8f-f4e03a164917,driving,action_1,high,prior,65
4aff041d-26dd-54bf-ad8f-f4e03a164917,fair,action_1,high,posterior,50
4aff041d-26dd-54bf-ad8f-f4e03a164917,fair,action_1,high,prior,60
4aff041d-26dd-54bf-ad8f-f4e03a164917,gala,action_2,high,posterior,77
4aff041d-26dd-54bf-ad8f-f4e03a164917,gala,action_2,high,prior,75
4aff041d-26dd-54bf-ad8f-f4e03a164917,hike,action_1,low,posterior,55
4aff041d-26dd-54bf-ad8f-f4e03a164917,hike,action_1,low,prior,60
4aff041d-26dd-54bf-ad8f-f4e03a164917,oysters,action_2,low,posterior,90
4aff041d-26dd-54bf-ad8f-f4e03a164917,oysters,action_2,low,prior,53
4aff041d-26dd-54bf-ad8f-f4e03a164917,social,action_2,high,posterior,100
4aff041d-26dd-54bf-ad8f-f4e03a164917,social,action_2,high,prior,50
4aff041d-26dd-54bf-ad8f-f4e03a164917,soup,action_1,high,posterior,59
4aff041d-26dd-54bf-ad8f-f4e03a164917,soup,action_1,high,prior,65
4aff041d-26dd-54bf-ad8f-f4e03a164917,takeout,action_2,high,posterior,89
4aff041d-26dd-54bf-ad8f-f4e03a164917,takeout,action_2,high,prior,13
4aff041d-26dd-54bf-ad8f-f4e03a164917,wedding,action_2,low,posterior,100
4aff041d-26dd-54bf-ad8f-f4e03a164917,wedding,action_2,low,prior,60
4da7fbb0-802c-50e1-b592-7a3863961d42,apples,action_1,high,posterior,39
4da7fbb0-802c-50e1-b592-7a3863961d42,apples,action_1,high,prior,51
4da7fbb0-802c-50e1-b592-7a3863961d42,basketball,action_2,high,posterior,83
4da7fbb0-802c-50e1-b592-7a3863961d42,basketball,action_2,high,prior,56
4da7fbb0-802c-50e1-b592-7a3863961d42,birthday,action_1,low,posterior,52
4da7fbb0-802c-50e1-b592-7a3863961d42,birthday,action_1,low,prior,48
4da7fbb0-802c-50e1-b592-7a3863961d42,brunch,action_2,low,posterior,62
4da7fbb0-802c-50e1-b592-7a3863961d42,brunch,action_2,low,prior,39
4da7fbb0-802c-50e1-b592-7a3863961d42,cooking,action_1,low,posterior,55
4da7fbb0-802c-50e1-b592-7a3863961d42,cooking,action_1,low,prior,58
4da7fbb0-802c-50e1-b592-7a3863961d42,dip,action_1,high,posterior,55
4da7fbb0-802c-50e1-b592-7a3863961d42,dip,action_1,high,prior,56
4da7fbb0-802c-50e1-b592-7a3863961d42,drinks,action_2,low,posterior,78
4da7fbb0-802c-50e1-b592-7a3863961d42,drinks,action_2,low,prior,49
4da7fbb0-802c-50e1-b592-7a3863961d42,driving,action_2,high,posterior,95
4da7fbb0-802c-50e1-b592-7a3863961d42,driving,action_2,high,prior,57
4da7fbb0-802c-50e1-b592-7a3863961d42,fair,action_2,low,posterior,91
4da7fbb0-802c-50e1-b592-7a3863961d42,fair,action_2,low,prior,45
4da7fbb0-802c-50e1-b592-7a3863961d42,gala,action_2,low,posterior,81
4da7fbb0-802c-50e1-b592-7a3863961d42,gala,action_2,low,prior,53
4da7fbb0-802c-50e1-b592-7a3863961d42,hike,action_2,high,posterior,86
4da7fbb0-802c-50e1-b592-7a3863961d42,hike,action_2,high,prior,62
4da7fbb0-802c-50e1-b592-7a3863961d42,oysters,action_1,low,posterior,55
4da7fbb0-802c-50e1-b592-7a3863961d42,oysters,action_1,low,prior,49
4da7fbb0-802c-50e1-b592-7a3863961d42,social,action_1,high,posterior,46
4da7fbb0-802c-50e1-b592-7a3863961d42,social,action_1,high,prior,55
4da7fbb0-802c-50e1-b592-7a3863961d42,soup,action_1,low,posterior,43
4da7fbb0-802c-50e1-b592-7a3863961d42,soup,action_1,low,prior,57
4da7fbb0-802c-50e1-b592-7a3863961d42,takeout,action_1,high,posterior,58
4da7fbb0-802c-50e1-b592-7a3863961d42,takeout,action_1,high,prior,60
4da7fbb0-802c-50e1-b592-7a3863961d42,wedding,action_2,high,posterior,88
4da7fbb0-802c-50e1-b592-7a3863961d42,wedding,action_2,high,prior,42
51bdb945-f4dd-5692-a9c2-ef90fa584a36,apples,action_1,high,posterior,78
51bdb945-f4dd-5692-a9c2-ef90fa584a36,apples,action_1,high,prior,77
51bdb945-f4dd-5692-a9c2-ef90fa584a36,basketball,action_2,low,posterior,83
51bdb945-f4dd-5692-a9c2-ef90fa584a36,basketball,action_2,low,prior,50
51bdb945-f4dd-5692-a9c2-ef90fa584a36,birthday,action_2,high,posterior,83
51bdb945-f4dd-5692-a9c2-ef90fa584a36,birthday,action_2,high,prior,50
51bdb945-f4dd-5692-a9c2-ef90fa584a36,brunch,action_1,high,posterior,74
51bdb945-f4dd-5692-a9c2-ef90fa584a36,brunch,action_1,high,prior,76
51bdb945-f4dd-5692-a9c2-ef90fa584a36,cooking,action_1,low,posterior,50
51bdb945-f4dd-5692-a9c2-ef90fa584a36,cooking,action_1,low,prior,25
51bdb945-f4dd-5692-a9c2-ef90fa584a36,dip,action_1,high,posterior,0
51bdb945-f4dd-5692-a9c2-ef90fa584a36,dip,action_1,high,prior,62
51bdb945-f4dd-5692-a9c2-ef90fa584a36,drinks,action_2,low,posterior,77
51bdb945-f4dd-5692-a9c2-ef90fa584a36,drinks,action_2,low,prior,91
51bdb945-f4dd-5692-a9c2-ef90fa584a36,driving,action_2,low,posterior,89
51bdb945-f4dd-5692-a9c2-ef90fa584a36,driving,action_2,low,prior,50
51bdb945-f4dd-5692-a9c2-ef90fa584a36,fair,action_2,low,posterior,78
51bdb945-f4dd-5692-a9c2-ef90fa584a36,fair,action_2,low,prior,80
51bdb945-f4dd-5692-a9c2-ef90fa584a36,gala,action_1,high,posterior,65
51bdb945-f4dd-5692-a9c2-ef90fa584a36,gala,action_1,high,prior,50
51bdb945-f4dd-5692-a9c2-ef90fa584a36,hike,action_2,high,posterior,50
51bdb945-f4dd-5692-a9c2-ef90fa584a36,hike,action_2,high,prior,50
51bdb945-f4dd-5692-a9c2-ef90fa584a36,oysters,action_2,high,posterior,100
51bdb945-f4dd-5692-a9c2-ef90fa584a36,oysters,action_2,high,prior,76
51bdb945-f4dd-5692-a9c2-ef90fa584a36,social,action_1,low,posterior,66
51bdb945-f4dd-5692-a9c2-ef90fa584a36,social,action_1,low,prior,73
51bdb945-f4dd-5692-a9c2-ef90fa584a36,soup,action_1,low,posterior,89
51bdb945-f4dd-5692-a9c2-ef90fa584a36,soup,action_1,low,prior,97
51bdb945-f4dd-5692-a9c2-ef90fa584a36,takeout,action_1,low,posterior,49
51bdb945-f4dd-5692-a9c2-ef90fa584a36,takeout,action_1,low,prior,50
51bdb945-f4dd-5692-a9c2-ef90fa584a36,wedding,action_2,high,posterior,71
51bdb945-f4dd-5692-a9c2-ef90fa584a36,wedding,action_2,high,prior,73
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,apples,action_1,high,posterior,50
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,apples,action_1,high,prior,50
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,basketball,action_2,low,posterior,100
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,basketball,action_2,low,prior,42
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,birthday,action_1,low,posterior,43
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,birthday,action_1,low,prior,37
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,brunch,action_1,high,posterior,50
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,brunch,action_1,high,prior,71
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,cooking,action_1,low,posterior,38
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,cooking,action_1,low,prior,59
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,dip,action_1,high,posterior,41
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,dip,action_1,high,prior,64
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,drinks,action_2,low,posterior,100
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,drinks,action_2,low,prior,43
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,driving,action_2,high,posterior,88
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,driving,action_2,high,prior,59
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,fair,action_2,low,posterior,100
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,fair,action_2,low,prior,46
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,gala,action_2,low,posterior,93
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,gala,action_2,low,prior,71
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,hike,action_2,high,posterior,57
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,hike,action_2,high,prior,59
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,oysters,action_2,high,posterior,100
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,oysters,action_2,high,prior,100
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,social,action_1,high,posterior,60
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,social,action_1,high,prior,63
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,soup,action_1,low,posterior,72
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,soup,action_1,low,prior,75
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,takeout,action_1,low,posterior,43
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,takeout,action_1,low,prior,76
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,wedding,action_2,high,posterior,93
59a9dfa3-ccba-5ce6-b488-581b5ee407d4,wedding,action_2,high,prior,64
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,apples,action_2,low,posterior,79
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,apples,action_2,low,prior,60
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,basketball,action_1,high,posterior,61
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,basketball,action_1,high,prior,63
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,birthday,action_2,high,posterior,69
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,birthday,action_2,high,prior,73
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,brunch,action_2,high,posterior,83
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,brunch,action_2,high,prior,81
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,cooking,action_1,low,posterior,62
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,cooking,action_1,low,prior,64
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,dip,action_1,high,posterior,65
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,dip,action_1,high,prior,68
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,drinks,action_1,low,posterior,58
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,drinks,action_1,low,prior,61
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,driving,action_1,low,posterior,60
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,driving,action_1,low,prior,61
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,fair,action_1,low,posterior,65
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,fair,action_1,low,prior,81
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,gala,action_2,low,posterior,67
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,gala,action_2,low,prior,61
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,hike,action_2,high,posterior,77
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,hike,action_2,high,prior,69
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,oysters,action_1,high,posterior,68
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,oysters,action_1,high,prior,69
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,social,action_2,low,posterior,80
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,social,action_2,low,prior,63
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,soup,action_1,high,posterior,73
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,soup,action_1,high,prior,61
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,takeout,action_2,high,posterior,66
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,takeout,action_2,high,prior,63
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,wedding,action_2,low,posterior,59
6dca74bb-c513-5f5f-a2fb-22ffeb6377b0,wedding,action_2,low,prior,63
a85b5d54-1116-5287-b257-e3e36fb3f021,apples,action_1,high,posterior,44
a85b5d54-1116-5287-b257-e3e36fb3f021,apples,action_1,high,prior,69
a85b5d54-1116-5287-b257-e3e36fb3f021,basketball,action_1,low,posterior,67
a85b5d54-1116-5287-b257-e3e36fb3f021,basketball,action_1,low,prior,71
a85b5d54-1116-5287-b257-e3e36fb3f021,birthday,action_2,low,posterior,81
a85b5d54-1116-5287-b257-e3e36fb3f021,birthday,action_2,low,prior,58
a85b5d54-1116-5287-b257-e3e36fb3f021,brunch,action_2,low,posterior,81
a85b5d54-1116-5287-b257-e3e36fb3f021,brunch,action_2,low,prior,60
a85b5d54-1116-5287-b257-e3e36fb3f021,cooking,action_2,high,posterior,78
a85b5d54-1116-5287-b257-e3e36fb3f021,cooking,action_2,high,prior,57
a85b5d54-1116-5287-b257-e3e36fb3f021,dip,action_1,low,posterior,36
a85b5d54-1116-5287-b257-e3e36fb3f021,dip,action_1,low,prior,38
a85b5d54-1116-5287-b257-e3e36fb3f021,drinks,action_2,high,posterior,66
a85b5d54-1116-5287-b257-e3e36fb3f021,drinks,action_2,high,prior,59
a85b5d54-1116-5287-b257-e3e36fb3f021,driving,action_2,high,posterior,80
a85b5d54-1116-5287-b257-e3e36fb3f021,driving,action_2,high,prior,60
a85b5d54-1116-5287-b257-e3e36fb3f021,fair,action_2,high,posterior,75
a85b5d54-1116-5287-b257-e3e36fb3f021,fair,action_2,high,prior,62
a85b5d54-1116-5287-b257-e3e36fb3f021,gala,action_1,high,posterior,46
a85b5d54-1116-5287-b257-e3e36fb3f021,gala,action_1,high,prior,46
a85b5d54-1116-5287-b257-e3e36fb3f021,hike,action_2,low,posterior,92
a85b5d54-1116-5287-b257-e3e36fb3f021,hike,action_2,low,prior,68
a85b5d54-1116-5287-b257-e3e36fb3f021,oysters,action_1,low,posterior,63
a85b5d54-1116-5287-b257-e3e36fb3f021,oysters,action_1,low,prior,66
a85b5d54-1116-5287-b257-e3e36fb3f021,social,action_1,high,posterior,37
a85b5d54-1116-5287-b257-e3e36fb3f021,social,action_1,high,prior,39
a85b5d54-1116-5287-b257-e3e36fb3f021,soup,action_1,low,posterior,67
a85b5d54-1116-5287-b257-e3e36fb3f021,soup,action_1,low,prior,70
a85b5d54-1116-5287-b257-e3e36fb3f021,takeout,action_2,low,posterior,86
a85b5d54-1116-5287-b257-e3e36fb3f021,takeout,action_2,low,prior,65
a85b5d54-1116-5287-b257-e3e36fb3f021,wedding,action_1,high,posterior,39
a85b5d54-1116-5287-b257-e3e36fb3f021,wedding,action_1,high,prior,37
c81f3dcd-d86b-566f-b516-d75fc2f58107,apples,action_1,low,posterior,29
c81f3dcd-d86b-566f-b516-d75fc2f58107,apples,action_1,low,prior,59
c81f3dcd-d86b-566f-b516-d75fc2f58107,basketball,action_2,low,posterior,79
c81f3dcd-d86b-566f-b516-d75fc2f58107,basketball,action_2,low,prior,67
c81f3dcd-d86b-566f-b516-d75fc2f58107,birthday,action_2,high,posterior,65
